id,ref_id,agency,project_name,project_overview,category,release_type,download_link,github_repo,notes,date_extracted
5ca83bd947251963aa227914,LAR-19121-1,LARC,Scalable Implementation of Finite Elements by NASA (ScIFEN) v.2,"Scalable Implementation of Finite Elements by NASA (ScIFEN) is a three-dimensional solid mechanics code that provides a parallel implementation of the finite element method (FEM). Generally speaking, the FEM is a numerical technique for finding approximate solutions to partial differential equations (PDEs). In particular, ScIFEN uses the FEM to solve the PDEs that govern the motion and deformation of solid materials under the action of external loads. Thus, ScIFEN uses input information describing a solid's geometry, material properties, applied forces, etc. to compute and return the resulting mechanical response (e.g. displacements, stresses, etc.). ScIFEN is a parallel code written in C++ and designed to scale to large problems that can be run on supercomputers across many processors. This scalability and efficiency is enabled through the utilization of several open-source high performance computing libraries. The most heavily used libraries include: 1) Portable Extensible Toolkit for Scientific Computation (PETSc) for the parallel solution of linear/non-linear systems of equations, 2) Hierarchical Data Format (HDF5) for general parallel input/output, and 3) Mesh Orientated Database (MOAB) for storage and managing finite element mesh data in parallel. ScIFEN includes several standard linear and non-linear material models including linear elastic isotropic, linear hardening plasticity, and crystal plasticity models. It supports various applied loadings including prescribed displacements and forces, surface tractions and pressures, and body forces. ScIFEN supports both implicit time integration (ScIFEi driver) and explicit time integration (ScIFEx driver).",materials and processes,U.S. Release Only,NA,NA,NOTE: This software can also be used by Foreign Nationals if they are in US Universities and US businesses within the US territories.,2024-07-16
5789d561ab4c743213662005,GSC-16852-1,GSFC,EEPROM File System ,"The EEPROM File System (EEFS) is a simple, reliable file system for embedded systems. The primary purpose of the EEFS is to provide a file system abstraction for EEPROM or PROM memories that is simple, efficient, and can be proven to be reliable. The EEFS can be used on embedded systems where a file system is needed to access data from EEPROM, PROM, or RAM memory, but otherwise might not have the resources to deploy a full file system such as the MSDOS file system. The EEPROM file system can also be used in systems where the ability to dump, patch, and diagnose files is required. ",data servers processing and handling,Open Source,http://opensource.gsfc.nasa.gov/projects/eefs/index.php,NA,NA,2024-07-16
5a9f89959600029c06bd0d0f,LEW-19620-1,GRC,"Multipath TCP (MPTCP) Tools, Analytics, and Configurations","A collection of tools, scripts, and configurations to allow the use of Multipath Transmission Control Protocol (TCP) across multiple point to point interfaces such as those commonly used for satellite and optical links.This collection includes configurations for Multipath TCP (a new transport protocol) and other networking scripts which were used to benefit NASA's Earth Science Project which uses multiple Iridium satellite links. Also included is a set of tools to analyze MPTCP traffic to better understand the data flow, metrics, and performance of the system. The tool can be used for any MPTCP connections and is not specific to multiple point to point interfaces.",operations,Open Source,NA,https://github.com/nasa/multipath-tcp-tools,NA,2024-07-16
5a224b1c960002e0406f12b2,LEW-19737-1,GRC,NASA Root Cause Analysis Tool (RCAT),"The NASA Root Cause Analysis Tool (RCAT) has been designed to facilitate the analysis of anomalies, close calls, and accidents and also identify the appropriate corrective actions to prevent recurrence. The software provides an analyst with a quick, easy-to-use, accurate, and repeatable method to perform and document root cause analysis, identify corrective actions, perform trending analysis, and generate usable data for probabilistic risk assessment. All possible causes of accidents-hardware, software, the environment, weather, natural phenomena, external events, human error-can be incorporated into the timeline and fault/causal factor trees. The software features an intuitive logic diagramming capability and uses standard terminology, definitions, and symbols.",business systems and project management,U.S. and Foreign Release,NA,NA,NA,2024-07-16
5a59aa25960002cc2bf3a631,LAR-19281-1,LARC,Independent Configurable Architecture for Reliable Operations of Unmanned Systems with Distributed On-board Services (ICAROUS-2),"Independent Configurable Architecture for Reliable Operations of Unmanned Systems with Distributed On-board Services (ICAROUS-2) is the next generation of the ICAROUS software architecture. As its predecessor, ICAROUS-2 enables the robust integration of mission specific software modules and highly-assured core software modules for building autonomous unmanned aircraft applications. In this new architecture, the core software modules are implemented as distributed on-board services that communicate using a publisher/subscriber communication layer. ICAROUS-2 independent architecture provides support for integration with standard and open source communication and computation layers such as Core Flight Systems (CFS), Data Distribution Service (DDS), MAVLink, and Plan Execution Interchange Language (PLEXIL).",autonomous systems,Open Source,NA,https://github.com/nasa/icarous,NA,2024-07-16
641be63ec375437058028bd2,NPO-52608-1,JPL,POMM Planetary Orbital Mosaicking and Mapping Software Toolset,"POMM is a set of software tools (with User Interface) supporting the automation of Earth and Planetary orbital image mosaicking and mapping, including 1) The ability of co-register (stack) multiple orbital map images over the same location for time series analysis; 2) Mosaic mulitiple adjacent overlapping orbital images to create large-area basemap coverages and regional overviews; and 3) Create map-projected orbital satellite images from selected sensors and bands provided in PDS (Planetary Data System) format. As a subset of the AFIDS software environment (NTR 52175), POMM also provides a large variety of general purpose image processing tools for performing change detection, time series, and related satellite scene analyses.",data and image processing,General Public Release,NA,https://github.com/NASA-AMMOS/AFIDS-POMM,NA,2024-07-16
64670bc0c33fbdc8780b6e12,NPO-52595-1,JPL,Automated Colorization of M2020 SHERLOC Context Images,"This technology is a script, written in Python, that uses functions from the OpenCV library to automatically detect keypoints within images from two subsystems of SHERLOC, the ACI and WATSON imagers. These keypoints are then matched and used to warp the WATSON image to the ACI, resulting in a ""colorized"" ACI. This ACI is co-boresighted with the SHERLOC spectrometer, and the resulting image product can allow for analysis of spectral, textural, and color information of observed rock surfaces. It can be used as a standalone script and the resulting colorized ACIs can be integrated into the Loupe software (created by K. Uckert) for SHERLOC data analysis.",data and image processing,General Public Release,NA,https://github.com/nasa-jpl/ACI-colorization,NA,2024-07-16
65813ad1ad5a0323d10563a2,NPO-52858-1,JPL,OCO-3 Snapshot Area Map Global Level 3 Zarr Product Generation,"NASA-JPL's OCO-3 is an instrument onboard the International Space Station that measures carbon dioxide in the Earth's atmosphere. OCO-3 is similar in design to its predecessor, OCO-2, with the addition of the Pointing Mirror Assembly (PMA) which essentially allows the instrument to focus its observations on the area surrounding a given location of interest on a single overflight. This is called a Snapshot Area Map, or SAM, and is the focus of this software. This software takes daily OCO-3 CO2 input, isolates SAM captures, and fits the data to a global, fixed grid for a level 3 output product.",data and image processing,General Public Release,NA,https://github.com/EarthDigitalTwin/OCO3-data-transformer,NA,2024-07-16
6639bec43ce0fcf5290bbd33,NPO-52987-1,JPL,CORTEX: Continuous Optimization in Robotics via Test and Exploration,"CORTEX is a sophisticated framework developed to revolutionize robotics engineering. It accelerates the development cycle by enabling quick prototyping in simulated environments and efficient deployment on real robots. CORTEX offers an extensive suite of tools for conducting experiments with precise control and repeatability. Its data management system, integrated with test automation capabilities, provides insightful analysis, aiding in the refinement of robotics algorithms. The framework's modular design ensures compatibility with a broad spectrum of robotic systems, facilitating customization and extension according to specific project needs. These features provide a holistic view of robotics systems, and enable streamlined knowledge transfer, enhanced decision making, and greater alignment amongst all stakeholders in robotics projects.",data and image processing,General Public Release,NA,https://github.com/nasa-jpl/cortex,NA,2024-07-16
59d4747a96000258214f95a7,DRC-010-044,DFRC,Half-Cycle Crack Growth Predicts Operational Flight Life of Critical Aerostructural Components,"<p>This software program offers a reliable method for calculating theoretical fatigue crack growths that could lead to catastrophic structural component failures. The program builds upon and integrates Armstrong's proven half-cycle and closed-form aging theories and is especially accurate because it considers every half-cycle of loading spectra for specific structural components. This innovation is an improvement on traditional prediction software (and in particular on visual inspections) because it considers mini-amplitude stress loading and half-cycles based on the duty cycle of a particular component or structure.</p><p>Developed to calculate the number of operational life flights for B-52B pylon hooks, the program and underlying theories can be applied to estimate the service life of any critical structural component. </p><p>BENEFITS</p><p> * Reliable: Predicts operational flight life of critical aerostructural components</p><p> * Accurate: Considers a comprehensive suite of test data by counting every half-cycle of each random loading spectrum, including secondary mini-amplitude half-cycles that do not cross mean stress lines</p><p> * Customized: Identifies potential structural problem areas and calculates the number of safe flights an aerostructure can make based on its particular duty cycle</p><p> * Economical: Saves monetary costs associated with loss of expensive equipment due to component failures</p><p> * Adaptable: Offers applicability to other industries, with modifications to the input model</p><p>POTENTIAL APPLICATIONS</p><p> * Spacecraft</p><p> * Aircraft</p><p> * Ships</p><p> * Oil rigs</p><p> * Windmills </p><p> * Bridges</p><p> * Oscillating industrial equipment used in mines and quarries</p><p>HOW IT WORKS</p><p>The Half-Cycle Crack Growth Computer Program is a powerful and practical tool for visualizing crack growth curves associated with critical stress points. It was designed to determine the number of safe operational flights an aircraft can make without structural component failures due to fatigue crack growth. The computer program was developed after two rear B-52B pylon hooks failed simultaneously during an Armstrong test operation. Subsequent examinations revealed that hook failure was caused by rapid crack propagation from existing micro cracks that had been masked by chrome-plated surfaces and thus were undetected during visual inspections.</p><p>To obtain baseline data for use in the program, the critical structural components must be proof-load tested to determine the initial theoretical crack size based on fracture mechanics. Next, strain gauges are installed in the vicinity of stress concentration points and are calibrated to record the applied loads. After the failure-critical components are identified, stress analysis is performed for each component to establish the functional relationship between the applied load and the induced tangential stress at the critical stress point. The program reads the data and selects the maximum and minimum loads of each half-cycle of the random flight loading spectra. Program outputs are used to generate and display crack growth curves, providing a visual warning for preventing catastrophic structural failures.</p><p>For the B-52B pylon hooks discussed above, crack growth curves were produced for each hook, allowing visual observation of the crack growth behavior during the entire air-launching or captive flight. The crack growth curves provided the visual knowledge that taxiing, takeoff, drop/landing, and sometimes gusts induced a major portion of the total crack growth per operation.</p><p>Written in the C programming language, the program can be adapted for use in other industries by modifying the input model (i.e., data format load spectrum files) for the most expensive and mission critical components.</p><p>WHY IT IS BETTER</p><p>The program examines test data in a much more detailed fashion than other fatigue crack growth modeling software, counting every half-cycle of each random loading spectrum, so it is able to make better predictions about component life. By improving fatigue and failure predictions, the software provides safer flights and lower maintenance costs. Additionally, these predictions allow engineers to determine the critical points during operation that the majority of stress is placed on a particular component, which could allow for better component design that takes those specific forces into account.</p>",structures and mechanisms,General Public Release,NA,NA,NA,2024-07-16
57eca703ab4c740931323590,LAR-18877-1,LARC,Land Surface Temperature MODIS Visualization (LaSTMoV),"Extreme heat causes and exacerbates a number of health problems, leading to hospitalization and death in some cases. The problem of severe heat is notably felt in Maricopa County, Arizona, where the socially disadvantaged and physically vulnerable are especially susceptible to the effects of extreme heat. Several organizations, including the Arizona Department of Health Services and the Phoenix Heat Relief Network, are working to create more effectively placed cooling centers and heat warning systems to aid those with the highest risk of exposure. This project created a Python tool using Aqua Moderate Resolution Imaging Spectrometer (MODIS) land surface temperature parameters to generate heat maps that reference demographics data on extreme heat days. ",data and image processing,Open Source,NA,https://github.com/NASA-DEVELOP/LaSTMoV,NA,2024-07-16
55791de295dd5e3e103b445a,MFS-33209-1,MSFC,Autonomous Real Time Requirements Tracing (ART),"This NASA software offers the ability to directly trace the real-time execution of software to specific requirements, a unique capability that can only be performed with a Timeliner-TLX system, as no other computer languages directly report this data during execution. The tracing feature does not impose input/output requirements (e.g., print/write statements) on the targeted software because the tracing is performed by an outside program executing separately. The Timeliner-TLX language is currently used for auto-procedures on the International Space Station (ISS) and the Autonomous Mission Operations (AMO) project, and future manned deep-space missions will require the use of extensive auto-procedures to assist in remote intelligent operations.",autonomous systems,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
6260ee59eab61c27e25fc6ea,NPO-52048-1,JPL,Event-Based Visual-Inertial Odometry,"Estimating the position of a robot (localization) is an important precursor to enabling a robot to navigate autonomously. Traditional camera-based localization methods fail when the robot is moving fast (motion blur) or when the robot is in very dark or bright environments (over/undersaturated pixels). An event camera is a new type of imaging sensor that reports changes in pixel brightness per pixel independently and asynchronously with microsecond resolution and overcomes both of these problems. However, the asynchronous nature of the data is a challenge for traditional ""synchronous"" pipelines that receive a full image at a time. This software offers a couple of approaches to processing this asynchronous event stream to estimate the position of an event camera.",data and image processing,Open Source,NA,https://github.com/jpl-x/x_events and https://github.com/jpl-x/x_evaluate,NA,2024-07-16
629ee4c38c507a771714b064,NPO-50821-1,JPL,TilePredictor: Image and Pixelwise Classification with Tile-based Convolutional Neural Networks (CNNs),"TilePredictor is a python library designed to rapidly construct and evaluate CNN-based image classifiers for image and pixelwise classification problems. In particular, TilePredictor is designed to generate pixelwise predictions using image-based CNN classifiers which generate a single prediction per image for large images such as those typically encountered in remote sensing and astronomy. TilePredictor generates pixelwise predictions by efficiently spatially aggregating predictions generated by convolving an image-based CNN over tiles extracted from a target image. Additionally, TilePredictor wraps essential CNN training and validation functions to enable rapid construction, evaluation and deployment of both pre-trained and newly-instantiated image-based CNN models to new image data with minimal effort.",data and image processing,Open Source,NA,https://github.com/dsmbgu8/tilepredictor,NA,2024-07-16
628c6fc7d9a3003c18517fe2,MSC-27263-1,JSC,view2space - A tool for computing view factors to space for CFD grids,"The standard radiation equilibrium boundary condition used for computational fluid dynamics (CFD) simulations assumes a perfect view to space. In reality, surfaces within view of each other have a complex radiation interchange that need to be modeled to accurately capture the physics.The reduced view factor to space is simply the view of space visible from each face on the input CFD grid and varies from zero to one. The code models this by rendering a simple black and white image. The reduced view factor to space is computed by determining the percentage of black pixels (space) in the image.The view factors are then exported in a data file so that they can be used by a CFD code.",aeronautics,General Public Release,NA,NA,Secure email from Repository for software download,2024-07-16
56f22afaab4c74795852edb7,LEW-18550-1,GRC,Open MDAO: The Next Generation Multidisciplinary Design Analysis and Optimization (MDAO) Open Source Framework,"OpenMDAO is the initial version of the next generation Multidisciplinary Design Analysis and Optimization (MDAO) open source framework. OpenMDAO is the open source framework developed by NASA that will be accessible via an open source website to reach the entire broad based MDAO community to facilitate advancing the science of MDAO. MDAO covers a vast set of capabilities, including a flexible framework and state of the art discipline codes. This innovation relates specifically to the framework. OpenMDAO provides the core software infrastructure to integrate multidisciplinary variable fidelity tools and enable design, analysis, and optimization of complex systems. Currently, OpenMDAO functionalities include component linking, data passing, driver interface, and lazy evaluation. This initial basic capability of the framework is sufficient for users to run and optimize their analysis after they integrate their specific component codes. As OpenMDAO evolves, the following capabilities will be included in the framework: interprocess communications, error handling, user interfaces, geometry application program interfaces (APIs), plug-in interfaces, utilities to wrap tools, versioning, and parallel processing support. To be clear, the framework will enable the integration of, but will not include: optimizers, solvers, visualization tools, custom data types, script components, and discipline codes. AEROSPACE: To meet the present and future economic and environmental challenges facing air transportation, aviation design must expand its focus from today's conventional ""wing-body-tail"" aircraft to more advanced vehicles. The ability to design revolutionary aircraft to improve mobility and air transport efficiency is of paramount importance to the national economy, along with reducing our environmental impact and supporting national defense. Technologies such as the one disclosed here incorporate progressively more sophisticated computational models and methods, enabling future aircraft designs today.",vehicle management space air ground,Open Source,http://openmdao.org/,NA,NA,2024-07-16
54e6d52495dd5ef25d76e8e4,ARC-16197-1A,ARC,Terrestrial Observation and Prediction System (TOPS) Biogeochemical cycle (BGC) model ,"The Terrestrial Observation and Prediction System (TOPS) is a modeling software that integrates data from satellites, weather stations, climate models with ecosystem models to produce nowcasts and forecasts of ecological conditions. The key tools used in producing the nowcasts and forecasts are simulation models including biogeochemical and ecosystem models that estimate the states (vegetation leaf area, biomass, soil moisture, snow, etc.) and functions (evapotranspiration, photosynthesis, etc.) of various kinds of plant canopies (forests, crops, grass, shrubs). These ecological nowcasts and forecasts are akin to current and forecast weather conditions. Upon further refinement and testing, the ecological nowcasts and forecasts are useful for making a variety of management decisions such as irrigation scheduling, timing of field operations, preparing for floods/droughts, vector-borne diseases, crop phenology and production. ",environmental science earth air space exoplanet,U.S. and Foreign Release,NA,NA,NA,2024-07-16
5a02a707960002ca47745bae,SSC-00404,SSC,Time Series Product Tool (TSPT) 3.0,"The Time Series Product Tool (TSPT) is custom designed software developed to compute and display superior quality Normalized Difference Vegetation Index (NDVI) images from satellite data products for enabling or aiding rapid regional surveillance of canopy greenness for crops, forests, and other vegetative surfaces. TSPT was developed in the MATLAB programming environment, and allows users to compute and display various Moderate Resolution Imaging Spectroradiometer (MODIS) products as single time frame and multi-temporal change images, as time series plots at a selected location, or as temporally processed image videos. This is significant because the labor involved with manually creating these types and quantities of products is considerable; however, by using the TSPT software tool, this process becomes simplified, efficient, and largely automated.",environmental science earth air space exoplanet,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
625f9ce38e2d4b36267dfe5d,NPO-52220-1,JPL,Stellar: A Web-based Design System for Information Dense Applications in Spacecraft Operations,"Modern web applications use a variety of popular libraries for user-interface design. The most common today include Material by Google, and Bootstrap by Twitter. These libraries expose common elements of a standardized design that can be used across applications (e.g. button, input field, etc.). When building applications for spacecraft operations the main problem that arises with these libraries is they are optimized for mobile, and their elements take up more screen space than necessary. The Stellar software aims to solve this problem by providing design and implementation of elements that are more efficient with screen space so more information can be displayed in smaller screen areas. This increases overall usability, as more data is available without having to scroll or increase the screen size.",data and image processing,Open Source,NA,https://github.com/nasa-jpl/stellar or https://github.com/nasa-jpl/react-stellar,NA,2024-07-16
5ec3714640205c087e7c1ca2,MSC-26476-1,JSC,dcapp - Displays and Controls Application,"dcapp is a displays and controls software package designed for UNIX platforms, specifically MacOS and Linux. It is built upon standard UNIX technologies like OpenGL for graphics, libxml2 for input file parsing, and FreeType2 for font handling. For window management and event handling, it uses Cocoa on MacOS machines and X11 for Linux-based machines. It has built-in communication libraries to communicate with external Trick-based simulations (via trick_comm) and EDGE graphics (via EDGEs remote commanding server (RCS)).dcapp provides a simple interface for building and running displays and controls on a desktop or laptop computer. It processes user inputs, typically mouse clicks and keyboard entries, and renders displays to the computer screen based upon the data fed to it.",design and integration tools,Open Source,NA,NA,https://github.com/nasa/dcapp,2024-07-16
5f6adfd540205c0a0f58b808,ARC-16561-1,ARC,Optimal Alarm System Design and Implementation,"The innovation described herein is an alarm system that can robustly predict a level-crossing event that is specified over a fixed prediction horizon. Given a specific modeling paradigm that can be learned using appropriate data-driven or machine learning techniques, an optimal alarm system can be designed to elicit the fewest false alarms for a fixed detection probability. When the modeling paradigm is a simple stationary linear dynamic system driven by white Gaussian noise, it is easy to use the well-known Kalman filter to enable value prediction of future process values. During implementation, these value predictions can subsequently be used to enable the prediction of associated level-crossing events that may occur in the future, using a parameter that was selected to achieve robustly optimal performance during the alarm system design stage.",data servers processing and handling,Open Source,http://ti.arc.nasa.gov/opensource/projects/optimalalarm/,NA,NA,2024-07-16
5789d562ab4c743213662007,GSC-17111-1,GSFC,"""Worldview"" satellite imagery browsing and downloading tool","Worldview is a software tool designed for interactively browsing and downloading imagery from NASA's Earth observing satellites. Building upon a set of open source mapping and user interface libraries, it provides an environment to visually discover interesting phenomena as observed by NASA satellites, then download the data for further analysis. It was originally designed to address the needs of the near real time applications community to provide relevant information for time-critical scenarios such as wildfire and flood management. As such, satellite imagery is available to be viewed in Worldview within four hours of observation, the imagery can be viewed in its highest, or native, resolution, and the imagery can be panned and zoomed rapidly through space and time to find the most relevant/cloud-free/etc information available.",data and image processing,Open Source,NA,https://github.com/nasa-gibs/worldview,NA,2024-07-16
5b883fc39600025604052186,MFS-33272-1,MSFC,Single Doppler Retrieval Toolkit (SingleDop),"SingleDop is a software module, written in the Python programming language, that will retrieve two-dimensional low-level winds from either real or simulated Doppler radar data. It mimics the functionality of the algorithm described in the following reference:Xu et al., 2006: Background error covariance functions for vector wind analyses using Doppler-radar radial-velocity observations. Q. J. R. Meteorol. Soc., 132, 2887-2904.The interface is simplified to a single line of code in the end user's Python scripts, making implementation of the algorithm in their research analyses very easy. The software package also interfaces well with other open source radar packages, such as the Python ARM Radar Toolkit (Py-ART; https://github.com/ARM-DOE/pyart). Simple visualization (including vector and contour plots) and save/load routines (to preserve analysis results) are also provided.",environmental science earth air space exoplanet,Open Source,NA,https://github.com/nasa/SingleDop ,NA,2024-07-16
629ee4be8c507a771714b062,NPO-52061-1,JPL,AIT (AMMOS Instrument Toolkit) Sequence Editor,"The AMMOS Instrument Toolkit (AIT) is a Python-based software suite developed to handle Ground Data System (GDS), Electronic Ground Support Equipment (EGSE), commanding, telemetry uplink/downlink, and sequencing for JPL International Space Station and CubeSat Missions. It is a generalization and expansion of tools developed for a number of JPL ISS missions. The AIT Toolkit is currently using a generic editor to edit the sequence files and users have to manually verify and validate each command entered against the AIT command dictionary. AIT Editor provides sequence editing capabilities for AMMOS Instrument Toolkit software toolset. The editor is using AIT command dictionary to provide command validation and completion capability to assist users while working with AIT sequences. The editor will also provide a loading and saving of seq.json capability for the generated sequences.",data and image processing,Open Source,https://dev.azure.com/NASA-AMMOS/_git/AIT-Editor,NA,NA,2024-07-16
5464509e5904da4e4dd7bad8,ARC-17185-1,ARC,X-Plane Communication Toolbox (XPC),"The X-Plane Connect Toolbox enables users to receive real-time information on one or more simulated vehicles state from the X-Plane flight simulator, and control vehicles running in the X-Plane simulation environment. The toolbox can be used to record simulated flight data, visualize flight profiles, create out-the-window visuals, test autopilots, and test control algorithms. Additionally, the toolbox enables the display of ghost traffic flying predefined flight paths in the simulated airspace, and the visualization of flight plans in the form of waypoints. The toolbox allows custom built or third party autopilot programs to interface with X-Plane through MATLAB, C, C , Java, or Python . Code examples are included in the open source distribution. The toolbox uses a network communication protocol, allowing X-Plane and the client program to run on different computers.",aeronautics,Open Source,NA,https://github.com/nasa/XPlaneConnect,NA,2024-07-16
59952c70960002c12b2bc835,KSC-14131,KSC,Mars In-Situ Resource Utilization (ISRU) Propellant Production Discrete Event Simulation (DES)- MIPP-D.,"Mars In-Situ Resource Utilization (ISRU) Propellant Production Discrete Event Simulation (DES)- MIPP-DMIPP-D is a Simio based Discrete Event Simulation modeling Mars surface propellant production. The focus is on the actual chemical plant and processes, including incoming and outgoing materials, associated with the production of rocket fuel on Mars. The fuel will be for the Mars Ascent Vehicle used to carry humans into space from the surface of Mars. The Simulation utilizes NASA ground rules and assumptions as well as data from prototype chemical plants, NASA experts and literature. The Simulation is designed to grow in capability and complexity as needed or as additional information becomes available. The simulation does not attempt to model the complexities of surface elements acquiring feed stock or disposing of spent resources, although it does acknowledge those functions exist and uses informed assumptions where necessary.",design and integration tools,U.S. Government Purpose Release,NA,NA,NA,2024-07-16
5ecf521540205c30aa01526a,MFS-33888-1,MSFC,Global Reference Atmospheric Model (GRAM) Suite,"The Global Reference Atmospheric Model (GRAM) Suite is an engineering-oriented atmospheric model that estimates mean values and statistical variations of atmospheric properties for planetary destinations. GRAM outputs include atmospheric density, temperature, pressure, winds, and chemical composition along a user-defined path. The GRAMs have been rearchitected from Fortran to a common object-oriented C++ framework. This new architecture creates a common GRAM library of data models and utilities. The GRAM ephemeris has been upgraded to the NASA Navigation and Ancillary Information Facility (NAIF) Spacecraft Planet Instrument C-matrix Events (SPICE) toolkit. The GRAM Suite also contains improved methodology that computes the ratio of specific heats in run-time for the current constituent combination, resulting in more accurate speed of sound calculations. The GRAM Suite consists of Earth-GRAM, Mars-GRAM, Venus-GRAM, Neptune-GRAM, Titan-GRAM, Uranus-GRAM and Jupiter-GRAM.",environmental science earth air space exoplanet,General Public Release,NA,NA,NA,2024-07-16
56f4cddaab4c7432561e44a5,MSC-24760-1,JSC,GCR Event-Based Risk Model (GERMCode) Code,"The GERMCode provides scientists data interpretation of experiments; modeling of beam line, shielding of target samples and sample holders; and estimation of basic physical and biological outputs of their experiments.For mono-energetic ion beams, basic physical and biological properties are calculated for a selected ion type, such as kinetic energy, mass, charge number, absorbed dose, or fluence. Evaluated quantities are linear energy transfer (LET), range (R), absorption and fragmentation cross sections, and the probability of nuclear interactions after 1 or 5 cm of water equivalent material. In addition, a set of biophysical properties are evaluated, such as, the Poisson distribution for a specified cellular area, cell survival curves, and DNA damage yields per cell. Also, the GERM code calculates the radiation transport of the beam line for either a fixed number of user specified depths or at multiple positions along the Bragg curve of the particle in a selected material. ",crew and life support,General Public Release,NA,NA,Secure email from Repository for software download,2024-07-16
625f9ce99d4d6845a309c11c,NPO-50406-1,JPL,nfer: A Notation and System for Inferring Event Stream Abstractions,"The NFER software provides a rule-based notation and system for labeling event streams. The result of a labeling is a set of intervals: named sections of the event stream, each including a start time, and end time, and a map holding data selected from the events and sub-intervals making up the interval. Typically intervals are built on top of intervals, forming a hierarchy of abstractions. The result can for example be visualized, and can generally help engineers to better comprehend the structure of an event stream.The NFER system is implemented as an internal Scala DSL.Each interval-generating rule spawns an actor,that subscribes to events and/or sub-intervals, and publishes new intervals in the publish/subscribe architecture.The software can process events online, as theycome down to ground from the spacecraft, as well as eventsproduced at an earlier point in time, and stored in a database.",data and image processing,Open Source,NA,https://github.com/rv-tools/nfer,NA,2024-07-16
6260ee55da28cb33fb3c4686,NPO-50770-1,JPL,CERBERUS: a Bayesian retrieval scheme for efficiently applying high dimensionality model spaces to the study of exoplanet atmospheres,"CERBERUS is a scientific software code developed for estimating properties of exoplanet atmospheres - planets that orbit nearby stars - based on spectroscopic observations from astronomical observatories. The code implements a Bayesian approach coupled with a novel branch-pruning method which allows the efficient evaluation of a complex model space that incorporates both thermo chemical equilibrium (TCE) and non-TCE models for atmospheric chemistry. The forward models used in the retrieval process include a detailed radiative transfer equations and support for both gaseous and aerosol opacity sources. Vertical dependence for both opacity sources and the atmospheric temperature profile are supported. The model selection capability of CERBERUS is a significant advancement over the current state of the art and allows CERBERUS to efficiently evaluate the statistical evidence a much broader range of models than other codes; when combined with the new high spectral resolution observations that are now becoming available, CERBERUS allows new insights in the conditions and composition of exoplanet atmospheres and allows rapid processing of large data sets.",data and image processing,Open Source,NA,https://github.com/al-niessner/esp,NA,2024-07-16
6260ee65eab61c27e25fc6f0,NPO-50498-1,JPL,Mars Target Encyclopedia,"The Mars Target Encyclopedia (MTE) contains compositional information about Mars surface targets. The information was automatically extracted from scientific publications. Users can search for all targets that contain an element (e.g., ""calcium"") or mineral (e.g., ""hematite"") and see a map view of their spatial locations. They can also look up information about a specific target of interest (e.g., ""Dillinger"") to browse previous findings about its composition. All information in the MTE is linked to the source publication from which it was extracted, so users can easily browse the full context in the original document.We used two existing technologies to extract information for the MTE. First, we trained a Named Entity Recognition classifier using Stanford's CoreNLP system. We hand-labeled 63 documents from the 2015 Lunar and Planetary Science Conference (LPSC) to indicate Elements, Minerals, and Targets. We trained a classifier on this data set and evaluated it on a set of 30 hand-labeled documents from LPSC 2016, achieving a performance of 0.83.",data and image processing,Open Source,NA,https://github.com/wkiri/MTE,NA,2024-07-16
6260ee631c01d114a968bc78,NPO-51335-1,JPL,Webification of Earth Science Guidance Documentation,"The goal of this technology is to provide a full stack web application to convert legacy PODAAC user guide documentation from DOCX to HTML, create standardized structure and intelligently manipulate the content of the documents. The web app is to be used as an internal tool for PODAAC Data Engineers. The web application builds upon an open source Python 3 library called Mammoth, which converts DOCX to simple and clean HTML. After conversion to HTML, the application parses the HTML using Beautiful Soup 4, adds Bootstrap CSS styling, wraps all img and table tags in responsive CSS classes, converts any unsupported images to PNGs, converts all FTP links to HTTPS PODAAC Drive links and dynamically creates a hyperlinked table of contents. The HTML output is responsive, mobile friendly and fully self contained in one file. The application is containerized using Docker and orchestrated via Docker Compose. The application uses React for the frontend, Flask for the backend and Nginx as a reverse proxy server.",data and image processing,Open Source,NA,https://github.com/podaac/docx-to-html,NA,2024-07-16
637485d6753613eed005bc32,NPO-52198-1,JPL,Introduction of Collaborative State Estimation for Multiple Agents into a Thermal/Visual-Inertial State Estimation Framework,"This software is a modification to the X framework that enable multi robot collaboration.It adds a communication class that make the program able to exchange messages with other agents in the network. It extends the MSCKF update class to work with collaborative MSCKF updates, by using the new Covariance Intersection class. It implements a multi SLAM class to handle collaborative SLAM updates. Moreover, to use the data coming from the other robots the program implement a place recognition class that creates the messages needed by the collaborative update methods.The software also includes a third party code, that we slightly modified to perform photometric calibration of thermal images.To use this software, use the same settings as the original version of X, example configuration files for setting the parameters are included in the repository. Note that to run a multi drone system using the ROS wrapper, the vio_multi.launch file must be used. The number of UAVs the program have to run can be specified by using ""vio_multi.launch nr:=#ofUAVs""",data and image processing,General Public Release,NA,https://github.com/jpl-x/x_multi_agent,NA,2024-07-16
